Sub Category,Stock,Price,Title,Feature
Meat & Seafood,18,159.99,"Crescent Foods Halal Hand-Cut Beef, Chicken Combo Pack - 14 Total Packs, 13.5 Lbs. Total",Please Check Below for Pack Contents   Certified Hand-Cut Halal
Meat & Seafood,152,149.99,"Farmer Focus Organic Boneless/Skinless Chicken Breasts, (20/8 Oz. Per Breast), 20 Total Count, 10 Lbs. Total","10 lbs of USDA Certified 100% Organic Chicken
Free Range and Certified Humane
Non-GMO Project Verified
Source Farm Traceability Through Farm ID
Ships Uncooked & Frozen"
Meat & Seafood,134,139.99,"D’Artagnan Green Circle Chicken - Boneless & Skinless Breasts, 12 Total Packs, 11 Lbs. Total",24 Total Breasts   2 Breasts Per Pack   12 Total packs   Minimum Weight of 11 lbs   Ships Uncooked & Frozen
Meat & Seafood,287,209.99,"Northwest Fish 4-6 Whole Dungeness Crab, 10 lbs","10 lbs. of Dungeness Crab
Wild Caught
Ships Fully Cooked and Frozen
Tender & Succulent"
Meat & Seafood,211,99.99,"Quality Ethnic Foods Halal Chicken Variety Pack (Drumsticks, Tenders, Boneless Breast), 12 Total Packs, 12 Lbs. Total",Ships Frozen   Certified 100% Hand Zabiha Halal   No Animal Byproducts   100% Veggie Fed   Ships Frozen
Meat & Seafood,182,349.99,"Premium Seafood Variety Pack - 20 Total Packs, Total 12.5 Lbs.",(8) 6-8 Oz. Portions of Wild King Salmon   (4) 6-8 Oz. Portions of Wild Alaskan Halibut   (4) 6-8 Oz Portions of Wild Alaskan Sablefish   2 Lbs. of Southeast Alaska Dungeness Crab Sections   1 Lb. of Wild Alaskan Smoked King Salmon & 1 Package (1-1.25 lbs) of Wild Alaskan Weathervane Scallops (20/30)
Meat & Seafood,145,109.99,"Northfork Elk Burger (30/5.33 Oz Per Burger), 10 Total Packs, 30-Count","10 Packs of 3, Total 30 Count   High in Protein, Iron, and B Vitamins   Leaner than Beef, Pork Tenderloin and Skin-on Chicken Breast   Raised on Natural Feed, No Added Hormones or Antibiotics   Ships Uncooked & Frozen"
Meat & Seafood,24,169.99,"D'Artagnan Heritage Breed (6/3.25 Lbs. Per Whole Chicken), Total 6 Packs, 19.5 Lbs. Total","6 Pack, 3.25 Lb. Average Per Whole Chicken   Heritage Breed Chicken   Raised to 85 Days   Free Range Chickens   Product of USA"
Meat & Seafood,62,199.99,"Chicago Steak - Steak & Cake - Filet Mignon, Crab Cakes, and Steak Burgers, Total 13 Packs, 6.5 Lbs. Total",4 (6oz) Premium Angus Filet Mignons   1 package / tray of 4 Maryland Crab Cakes   8 (8oz) Gourmet Steak Burgers
Meat & Seafood,252,219.99,"Northwest Fish Colossal Alaskan Wild Dungeness Crab Sections, 10lbs","Wild Caught   Fully Cooked   Tender & Succulent   10 lbs.
Ships Frozen   Product of Alaska"
Meat & Seafood,87,99.99,"Mila Chicken Xiao Long Bao Soup Dumplings - 50 Dumplings Per Bag, 3 Bags Total",Freshly Ground Chicken   150 Restaurant Style Chicken Soup Dumplings   Steamer Sheets Included   Steams in 11 Minutes
Meat & Seafood,20,279.99,"Kansas City Steak Company USDA Choice Combo Pack (4 Strips, 4 Filet Mignon, 4 Ribeyes), 12 Total Packs, 11.5 Lbs. Total","Buy More and Save   4 Ribeyes, 18 oz. each   4 Strip Steaks, 16 oz. each   4 Super Trimmed Filet Mignon, 12 oz. each   Vacuum Sealed and Frozen"
Meat & Seafood,11,159.99,"D'Artagnan Extreme American Wagyu Burger Lovers Bundle 12 Total Packs, 6 Lbs. Total","Please Check Below for Pack Contents   (12) 8 oz   American Wagyu Burgers,75% Lean, 25% Fat with 12 Artisanal Buns
1½ lbs (2-12oz packs) Heritage Applewood Smoked Bacon   (1) 8 oz Tub of Black Truffle Butter   Ships Uncooked & Frozen"
Meat & Seafood,200,89.99,"Texas Tamale Co. Chicken Tamales 6-pack of 12 each, 72-count",Smaller Individual Portion Size   Heat it & Eat it   Gluten-Free   Zero Trans Fats   Lard-Free
Meat & Seafood,2,119.99,"Northwest Fish Wild Alaskan Sockeye Salmon Cheddar Bacon Burger Patties, 24-count, 9 lbs","6 oz Wild Sockeye Salmon Cheddar Bacon Burger
3 Packs of 8 Patties   MSC certified waters
Ships Uncooked & Frozen"
Meat & Seafood,179,109.99,"Northfork Bison Burger (30/5.33 Oz Per Burger), 10 Total Packs, 30-Count","10 Packs of 3, Total 30 Count   23%-30% More Protein than Beef   No Gamy or Wild Taste, Free-range Raised Bisons   No Added Additives or Hormones   Ships Uncooked & Frozen"
Meat & Seafood,113,229.99,Coastal Seafood Frozen Lobster Tails 12 Count (6 - 8  oz.),12 count North Atlantic lobster tails (6-8 oz. each) frozen   Sustainably sourced and humanely trapped   Ships uncooked and frozen   Product of USA and Canada
Meat & Seafood,182,199.99,"D'Artagnan 13-piece Gourmet Roasting Ham & Luxury Charcuterie Gift Box, 12.5 lbs",13-piece collection   Selection of Heritage Pork and Charcuterie   Artisanal Smoked Bacon & Sausage links   Truffle Butter and Duck Fat
Meat & Seafood,299,299.99,"Northwest Fish Alaskan Bairdi Snow Crab Sections, (10-14 / 13 Oz. Per Pack), Total 10 Lbs.","Alaskan Bairdi Snow Crab Sections - 13 oz Each, 10 lbs Total   Fully Cooked   Wild Caught   Ships Frozen"
Meat & Seafood,123,279.99,"Authentic Wagyu Surf & Turf Pack, (2/17-20 Oz./Each Tail) Cold Water Lobster Tails with (2/13 Oz. Per Steak) Japanese A5 Wagyu Petite Striploin Steaks","2x - 17-20 Oz. Cold Water Caught Lobster Tails   2x - 13 Oz. Japanese A5 Wagyu Petite Striploin Steaks   Cold Water Caught Lobster Tails, From The North Atlantic   Imported A5 Wagyu From The Kagoshima Prefecture In Japan   Ships Uncooked & Frozen"
Meat & Seafood,213,199.99,"Rastelli Bone-In Premium Pork Rib Steak, (16/8 Oz. Per Steak), 16 Total Count, 8 Lbs. Total ","16 Bone-In Pork Rib Steaks, 8 ounces each
Product Born, Raised & Harvested in the USA
Ships Uncooked & Frozen"
Meat & Seafood,207,99.99,"Mila Pork Xiao Long Bao Soup Dumplings - 50 Dumplings Per Bag, 3 Bags Total",150 Restaurant Style Pork Soup Dumplings   Freshly Ground Pork   Steamer Sheets Included   Steams in 11 Minutes
Meat & Seafood,144,199.99,"Rastelli USDA Choice Boneless Black Angus Prime Rib Roast, 1 Total Pack, 7 Lbs. Total",USDA Choice Black Angus   Prime Rib Roast 7 lb   Premium Black Angus Beef   Ships Uncooked & Frozen
Meat & Seafood,142,129.99,"Silver Fern Farms 100% New Zealand Grass-Fed, Net Carbon Zero Steak Box - 10 Total Packs, 6.25 Lbs. Total","Ribeye Steaks, Tenderloin Steaks, NY Strip Steaks, Top Sirloin Steaks, Premium Ground Packs   100% New Zealand Grass-Fed Net Carbon Zero   No Added Hormones or Antibiotics   Halal"
Meat & Seafood,77,339.99,"Authentic Wagyu Surf & Turf Pack, (2/17-20 Oz. Cold Water Lobster Tails with  (2/14 Oz.Per Steak) Japanese A5 Wagyu Ribeye Steaks","2x, 17-20 Oz. Cold Water Caught Lobster Tails   2x, 14   Oz. Japanese A5 Wagyu Ribeye Steaks   Cold Water Caught Lobster Tails, From The North Atlantic   Imported A5 Wagyu From The Kagoshima Prefecture In Japan   Ships Uncooked & Frozen"
Meat & Seafood,93,399.99,"D’Artagnan Gourmet Steak & Burger Grill Pack, 20 Total Packs, 16 Lbs. Total","(8) Bone-In Ribeye Steaks, 10 lbs   (12) Kobe-style Wagyu Burger Patties, 8 oz, 6 lbs, 75% Lean, 25% Fat   Ships Uncooked & Frozen"
Meat & Seafood,94,199.99,"Rastelli Market Fresh Jumbo Lump Crab Cakes (20/4 Oz. Per Crab Cake), 20 Total Count, 5 Lbs. Total","(20) Jumbo Lump Crab Cakes 4 oz
Made with Real Jumbo Lump Crab Meat
Handmade in the USA
Total Net Weight 5 lbs
Ships Uncooked & Frozen"
Meat & Seafood,242,349.99,"Rastelli Petite Filet Mignon & Jumbo Lump Crab Cake Surf & Turf, 24 Total Packs, 6.75 Total Lbs.",Receive (12) Black Angus Beef Filet Mignon Steaks 5 oz   Receive (12) Jumbo Lump Crab Cakes   Crab cakes Handmade in the USA   Ships Uncooked & Frozen via UPS 2nd Day Air
Meat & Seafood,36,239.99,"Chicago Steak Premium Angus Beef Surf & Turf, 15 Total Packs, 7 Lbs. Total",Hamburger Buns Not Included   4 (6oz) Premium Angus Beef Filet Mignons   2 packages / bags of 2 lobster tails (4 tails total)   8 (8oz) Gourmet Steak Burgers 80% Lean 20% Fat   Ships Uncooked and Frozen
Meat & Seafood,110,219.99,"Chicago Steak Premium Angus Beef Burger Flight, Total 29 Packs, 14 Lbs. Total",Please Check Below for Pack Contents   80% Lean 20% Fat   Ships Uncooked & Frozen
Meat & Seafood,124,279.99,"Wild Alaska Snow Crab Meat (Bairdi Crab 8 oz. Pack) 12 Total Packs, 6 Lbs. Total ",6 Lbs. Alaska Snow Crab Meat   8 oz. Vacuum Packed Bags   Product of USA
Meat & Seafood,173,89.99,"Authentic Wagyu Kurobuta Applewood Smoked Thick Cut Bacon, 1 Pack, 3 Lbs. Total",Kurobuta Applewood Smoked Bacon Pack   Thick Cut   Ships Uncooked and Frozen   Ships UPS 2nd Day Air
Meat & Seafood,65,179.99,"Northwest Red King Salmon Portions, 12 Total Count, 1 Case Totaling 6 Lbs.","6 lbs of King Salmon Portions   Troll Caught From MSC Certified Waters   Skin-on, Pin Bones Removed   Ships Uncooked & Frozen"
Meat & Seafood,281,429.99,"D’Artagnan Antibiotic Free Bone-in Beef Ribeye Roast, 1 Total Pack, 19 Lbs. Total","ABF-No Hormones or Antibiotics Ever
(1) Bone-In Beef Ribeye Roast 19 lbs
Choice Grade Beef
Ships Uncooked & Frozen"
Meat & Seafood,264,114.99,"Rastelli's Pork Ribeye Steaks - (20/6 Oz Per Portion), 20 Total Packs, 7.5 Lbs. Total","Includes 20 (6 oz )Portions, 7.5 lbs   Made with Premium Domestic Pork   Individually Vacuum Sealed   12 Month Shelf Life When Kept Frozen"
Meat & Seafood,112,299.99,"Chicago Steak USDA Prime Surf & Turf, Total 14 Packs, 7 Lbs. Total","(4) USDA Prime Wet Aged Filet Mignons 6 oz   (2) packages / bags of 2 lobster tails (4 tails total)   (8) USDA Prime Burgers 8 oz, 80% Lean 20% Fat   Wet Aged 28 Days   Ships Uncooked & Frozen"
Meat & Seafood,175,239.99,"Ahi Tuna Mixed Pack, (12 x 6 oz. Steaks, 9 x 5.3 oz. Saku Slice Packs, 4 x 10.7 oz. Sesame Crusted Steak Packs), 25 Total Packs, 10.15 Lbs. Total","Ahi Tuna Mixed Pack, (12 x 6 oz. Steaks, 9 x 5.3 oz. Saku Slice Packs, 4 x 10.7 oz. Sesame Crusted Steak Packs)   25 Total Packs, 10.15 Lbs. Total   Wild Ahi Tuna Marinated in Natural Beet Root Extract   Halal and Kosher Certified   Ships Uncooked & Frozen"
Meat & Seafood,165,129.99,"Mila Starter Pack Xiao Long Bao Soup Dumplings - 3 Bags, 1 Bamboo Steamer, 4 Dipping Bowls","150 Restaurant-Quality Soup Dumplings   1 Bag Pork, 1 Bag Chicken, 1 Bag Shrimp and Pork   1 Bamboo Steamer   4 Dipping Bowls   Steam in 11 minutes"
Meat & Seafood,52,219.99,"Northwest Fish Wild Alaskan Sockeye Salmon Fillets, 10 lbs","10 lbs of Salmon, (6-7) 1-2 lbs Fillets
Wild Caught
Skin On
Pin Bones Removed
From MSC Certified Waters
Ships Uncooked & Frozen"
Meat & Seafood,186,109.99,"Smoked New Zealand King Salmon, 1.1lb fillets, 2-count, 2.2 lbs total","2x 1.1 lb Fillets   Premium Quality Smoked King Salmon From New Zealand   Cured with Sea Salt and Brown Sugar, Smoked with Manuka Wood   Arrives Pre-sliced & Ready to Serve, Use within 30 days of thawing   Ships Frozen"
Meat & Seafood,271,199.99,"Crescent Foods Halal Hand Cut Steak Locker, 16 Total Packs, 9 Lbs. Total",Please Check Below for Pack Contents   Certified Hand-Cut Halal
Meat & Seafood,70,99.99,"Rastelli VBites Plant-Based Vegan Meat Substitute Mega Burger 6 oz each, 24-pack, 9 lbs",Receive (24) Meat Substitute Burgers 6 oz   100% Plant-Based Product   Vegan-Friendly   High in protein   No Cholesterol   Ships Uncooked & Frozen via UPS 2nd Day Air
Meat & Seafood,266,249.99,"Chicago Steak Filet Mignon & Scallop Combo, 14 Total Packs, 7 Lbs. Total",4 Premium Angus Filet Mignons (6 Oz. Each)   2 trays of 12 Oz Scallops (1.5 lb total) U-15 Dry Pack Sea Scallops   8 Gourmet Steak Burgers (8 Oz. Each)
Meat & Seafood,59,229.99," Northwest Fish Wild Alaskan Sockeye Salmon Fillets Total 25 Count, 1 Case Totaling 10 Lbs.","10 lbs. of Sockeye Salmon Portions
Wild Caught in Alaska
Skin on
Pin Bones removed   From MSC Certified Waters
25 portions
Ships Uncooked & Frozen"
Meat & Seafood,229,379.99,"A5 Wagyu Surf & Turf Pack, Cold Water Lobster Tails & Japanese A5 Wagyu Filet Mignon, Total 4 Packs",2x - 20-28 oz Cold Water Caught Lobster Tails   2x -   6 oz Japanese A5 Wagyu Filet Mignons   Cold Water Caught Lobster Tails From The North Atlantic   Imported A5 Wagyu From The Kagoshima Prefecture In Japan   Ships Uncooked & Frozen
Meat & Seafood,299,159.99,"Wild Alaska Halibut Bits & Pieces, (8/1 lb Packs) 8 Total Packs, 8 Lbs. Total",(8) 1 Lb. Packs of Halibut Bits & Pieces   Product of USA   Produced in Juneau AK   Flash Frozen   Individually Vacuum Sealed
Meat & Seafood,290,369.99,"Authentic Wagyu Japanese A5 Wagyu Sampler Pack, 3 Total Steaks, 2.1 Lbs. Total","A5 Japanese Wagyu Steaks Sampler Pack   1x 16oz Ribeye Steak, 1x 12oz NY Steak & 1x 6oz Filet Mignon   Certificate of Authenticity Included   Ships Uncooked and Frozen   Ships UPS 2nd   Day Air"
Meat & Seafood,12,469.99,"Japanese A5 Wagyu Ribeye Steaks, (3/16 Oz. Steaks), 3 Total Packs, 3 Lbs. Total",3x 16oz A5 Wagyu Japanese A5 Wagyu Steaks   Imported from the Kagoshima prefecture in Japan   Ships Uncooked & Frozen   Ships UPS 2nd Day Air
Meat & Seafood,40,219.99,"Chicago Steak Premium Angus Beef Butcher Assortment , 17 Total Packs, 8 Lbs. Total",Please Check Below for Pack Contents   Ships Uncooked & Frozen
Meat & Seafood,100,469.99,"Japanese Wagyu Center Cut New York Strip Steaks, A5 Grade, (4/12 Oz. Per Steak), 4 Total Count, 3 Lbs. Total","4 A5 Grade Wagyu Center Cut NY Strip steaks, 12 ounces each   Authentic Japanese Wagyu Beef   Imported from the Kagoshima prefecture in Japan   Ships Uncooked & Frozen   Ships UPS Next Day Air (Included)"
Meat & Seafood,56,64.99,"Seabear Wild Sockeye & King  Smoked Salmon Fillet Duo, Total 2lbs. (1 lb each)",1lb Smoked Sockeye Fillet in Gift Box   1lb Smoked King Fillet in Gift Box   No Refrigeration Required   Marine Stewardship Council Certified Sustainable   Non-GMO Verified and Kosher
Meat & Seafood,126,249.99,"Authentic Wagyu Japanese A5 Bacon Wrapped Cubes, (3/16 Cubes Per Tray), Total 3 Packs, 2.7 Lbs. Total",A5 Japanese Wagyu Bacon Wrapped Trays   3pk -16 cubes per tray   Imported from Japan   Certificate of Authenticity Included   Ships Uncooked and Frozen via Next Day Air
Meat & Seafood,234,189.99,"Rastelli Market Fresh Angus Beef Prime Petite Filet Mignons & Wild Caught Maine Lobster Tails, 8 Total Packs, 3 Lbs. Total",(4) USDA Prime Beef Petite Filets 6 oz   (4) Wild Caught Cold Water Maine Lobster 6-7 oz   Ships Uncooked & Frozen
Meat & Seafood,138,59.99,"Trident Seafoods Smoked Sockeye Salmon, 2 Gift Packs","Wild Caught Alaska Salmon
Two 20 oz. Individual Packs
Total Net Weight: 40 oz. (2.5 lbs.)"
Meat & Seafood,263,79.99,"SeaBear Smoked Salmon Gift Boxes, 6 oz, 6-pack","Wild Caught Alaskan Sockeye Salmon   Perfect for gifts, entertaining and grazing   No refrigeration required   Non-GMO Verified and Kosher   Marine Stewardship Council Certified Sustainable"
Meat & Seafood,40,99.99,"Mila Variety Pack - Xiao Long Bao Soup Dumplings - 50 Dumplings Per Bag, 3 Bags Total","1 Bag Pork, 1 Bag Chicken, 1 Bag Shrimp & Pork   150 Restaurant Style Soup Dumplings   Steamer Sheets Included   Steams in 11 Minutes"
Meat & Seafood,169,249.99,"Great Southern Grass Fed Beef, ABF NY Strip CC Steak,(14/12 Oz. Per Steak), 14 Total Packs, 10.5 Lbs. Total","(14) Grass Fed New York Strip CC Steaks, 12 Oz each   Australian Grass Fed Beef
.
Free Range, Antibiotic Free, No Added Hormones   MSA Graded: Eating Quality Guaranteed   Ships Uncooked & Frozen via UPS 2nd Day Air"
Meat & Seafood,128,89.99,"Pederson Natural Farms No Sugar Italian Ground Sausage 1 lb, 10-pack","No Sugar Italian Ground Sausage   (10) 1 lb Packs   Gluten and Lactose Free   Keto and Paleo friendly, Whole30 Approved   Ships Uncooked & Frozen"
Meat & Seafood,264,129.99,"Grizzly Salmon Tartare with Citrus Marinade, (14/4 Oz Packs), 14 Total Packs, Total 3.5 Lbs.","14x, 4oz packs of Salmon Tartare   Citrus Marinade Included   Cubed Atlantic Salmon   Ships Uncooked & Frozen"
Meat & Seafood,152,199.99,"Rastelli’s ABF Burger Variety Pack (Wagyu, Angus, Short-Rib, Dry-Aged), 42 Total Burgers , 15 Lbs. Total",12 - 6 oz Angus Beef Steak Burgers   12 - 6 oz Short Rib Beef Burgers   12 - 5.3 oz Wagyu Beef Burgers   6 - 5.3 oz Dry Aged Beef Burgers   10 - 1 oz Signature Steak Seasoning Packets
Meat & Seafood,286,109.99,"Rastelli Antibiotic-Free Wagyu Beef Craft Burgers (24/5.5 Oz. Per Burger), 24 Total Count, 8.25 Lbs. Total","(24) 5.5 oz Wagyu Beef Burgers   Antibiotic-Free, No Added Steroids or Hormones   Free of Gluten, Preservatives, and Artificial Ingredients   Product of USA   Ships Uncooked & Frozen vis UPS 2nd Day Air"
Meat & Seafood,188,159.99,"Norwegian Froya Salmon Loin, (4/6.4 Oz. Per Loin), 4 Total Loins, Total 1.6 Lbs.",Norwegian Froya Salmon Loins   Total 1.6 Lbs.   Shipped Frozen
Meat & Seafood,295,299.99,"Rastelli USDA Choice Black Angus Beef Cowboy Steaks, (8/18 Oz Per Steak), 8 Total Count, 9 Lbs. Total","(8) 18 oz Black Angus Beef Bone-In Ribeye 'Cowboy' Steaks   USDA Choice Black Angus Beef   Hand-Trimmed, Wet-Aged for 28 Days   Individually Vacuum Sealed, Product of USA   Ships Uncooked & Frozen via UPS 2nd Day Air"
Meat & Seafood,154,89.99,"Texas Tamale Co. Pork Tamales 6pk of 12 Each, 72-count",Smaller Individual Portion Size   Heat It & Eat It   Gluten Free   Ground Pork   Lard-Free
Meat & Seafood,163,64.99,"Sampler: Dry-Cured Acorn-Fed 100% Iberico Pork Ham and Salami and Chorizo, 4.5 oz, 3-pack",100% Iberico Bellota Ham   Acorn Fed   Ready to Eat Sampler
Meat & Seafood,263,329.99,"Japanese A5 Wagyu Chuck Eye Steaks, (6/8 Oz. Steaks), 6 Total Packs, 3 Lbs. Total",6 x 8 Oz. A5 Wagyu Chuck Eye Steaks   Imported from the Kagoshima prefecture in Japan   Ships Uncooked & Frozen   Ships UPS 2nd Day Air
Meat & Seafood,213,269.99,"Sesame Crusted Ahi Tuna Steaks, 18 Total Packs, 1 Case Totaling 12 Lbs.","Ships Frozen   Total 12 Lb. Case, 18 Packs, 36 Pieces   18 Individually Sealed in Skin Pack Packaging Average 5.35 Oz./Piece   MSC (Marine Stewardship Council) Certified"
Meat & Seafood,40,449.99,"Authentic Wagyu Japanese A5 Wagyu Top Sirloin Medallions, (8/8 Oz. Per Steak), 8 Total Packs, 4 Lbs. Total","8x, A5 Japanese Wagyu Top Sirloin Medallions   4 lbs total weight   Imported from Japan   Certificate of Authenticity Included   Ships Uncooked & Frozen via Next Day Air"
Meat & Seafood,150,179.99,"Fully Cooked Confit Duck Legs - (8/1 Lbs. Per Pack), 16 Legs, 8 Total Packs, 8 Lbs. Total",8 - 1 Lbs Per Pack - 8 Total Packs   8 Lbs. Case   16 Total Legs   Fully Cooked and Seasoned
Meat & Seafood,176,529.99,"Holy Grail Steak Company - Kobe A5 Grade Japanese Wagyu Strip Steaks 14 Oz, 2-Count, 1.75 Lbs. Total",2 -14oz. Strip Steaks - Kobe A5 Grade Japanese Wagyu   Ships Frozen and Uncooked
Meat & Seafood,274,149.99,"All Natural Raw Duck Legs - (8/2 Legs Per Pack, 8.5 Oz Per Leg), 16 Total Legs, 8 Total Packs, 8.5 Lbs. Total","8 Packs   2 Legs Per Pack   Total 8.5 Lbs Case   Frozen, Raw   All Natural"
Meat & Seafood,146,169.99,"Aysen Coho Sashimi Quality Salmon Portions, (6 Oz. Portion Per Pack), 26 to 27 Total Packs, 10 Lbs. Total","6 Oz. Portions, 26 to 27 Packs Total, 10 Lbs. Total   Sashimi Quality Coho Salmon   Individually Vacuum Sealed, Boneless, Skin-on Portions   Hormone, Antibiotic & Chemical Free - ASC Certified   Ships Uncooked & Frozen"
Meat & Seafood,70,169.99,"Quality Ethnic Foods Half Goat Meat Locker - 10 Total Packs, 15 Lbs. Total","Please Check Below for Pack Contents   Rib Chops, Loin Chop, Hind Shank, Pilaf Meat, Stew Cubes   Certified 100% Hand Zabiha Halal   Ships Frozen   Total 15 Lbs."
Meat & Seafood,288,999.99,"Japanese Wagyu New York Strip Loin Roast, A5 Grade, 11 lbs","A5 Grade, 11 lb New York Strip Loin Roast   Authentic Japanese Wagyu Beef   Imported From the Kagoshima Prefecture in Japan   Certificate of Authenticity Included   Ships UPS Next Day Air (Included)
Ships Uncooked & Frozen"
Meat & Seafood,268,"1,099.99","Japanese Wagyu Boneless Ribeye Roast, A5 Grade, 12 lbs","1 A5 Grade, 12 lb. Boneless Ribeye Roast   Imported From the Kagoshima Prefecture in Japan   Certificate of Authenticity Included   Ships UPS Next Day Air (Included)
Ships Uncooked & Frozen"
Meat & Seafood,237,99.99,"Rastelli’s Antibiotic-Free Turkey Craft Burgers (32/5 Oz. Per Burger), 32 Total Packs, 10 Lbs. Total","Receive (32) 5 oz Turkey Craft Burgers   90/10, Gluten-Free   No Preservatives or Artificial Ingredients   Made with Antibiotic-Free Turkey Breast Meat   Ships Uncooked & Frozen via UPS 2nd Day Air"
Meat & Seafood,190,199.99,"Aysen Coho Salmon Filets, (4/2-3 Lbs. Per Filet), 4 Total Packs, 8 Lbs. Total","Boneless, skin-on Coho Salmon filets   2-3 lbs per filet, 4 filets per order   Sashimi quality   No hormones, antibiotics or chemicals   Product of Chile"
Meat & Seafood,190,119.99,"Key West Pink 16/20 Gulf Shrimp Headless Shell-On (3/2Lb Per Bag), Total 3 Packs, 6 Lbs. Total",3 x 2Lb. Bags   16-20 Shrimp Per Lb.   32-40 Shrimp Per Bag   Ships Frozen   Wild-Caught and Packed in the USA
Meat & Seafood,40,239.99,"Authentic Wagyu Japanese A5 Chuck Roll Bulgogi Style Slices, 6 Total Packs, 3 Lbs. Total","(6) 0.5 lb Trays of Sliced Chuck Roll Bulgogi Style
2-3mm slices   Ships Uncooked and Frozen
Ships UPS Next Day Air (Included)"
Meat & Seafood,69,999.99,"Japanese Wagyu Tenderloin Roast, A5 Grade, 6 lbs","(1) A5 Grade, 6 lb Tenderloin Roast   Authentic Japanese Wagyu Beef
Imported from the Kagoshima Prefecture in Japan   Certificate of Authenticity Included
Ships UPS Next Day Air (Included)
Ships Uncooked & Frozen"
Meat & Seafood,82,139.99,"Northfork Bison Combo Pack - (Ribeye, Striploin, Stew Meat), 6 Total Packs, 4 Lbs. Total",(2) 8 Oz Bison Rib-Eye Steaks   (2) 8 Oz Bison Striploin Steaks   (2) 1 Lb Bison Stew Meat   23% to 30% More Protein than Beef   Certified SQF (Safe Quality Food)/GFSI (Global Food Safety Initiative)
Meat & Seafood,178,549.99,"Japanese Wagyu, Texas Clod Heart Roast A5 Grade, 7 lbs","(1) 7 lbs Japanese A5 Grade Texas Clod Heart
Imported From the Kagoshima Prefecture in Japan
Ships Uncooked & Frozen"
Meat & Seafood,2,249.99,"Great Southern Grass Fed Beef, All Natural, Antibiotic Free, Top Sirloin Steak (20/8 Oz. Per Steak), 20 Total Packs, 10 Lbs. Total","Receive (20) Grass Fed Top Sirloin Steaks, 8 oz each   Australian Grass Fed Beef   Free Range, Antibiotic Free, No Added Hormones   MSA Graded: Eating Quality Guaranteed   Ships Uncooked & Frozen via UPS 2nd Day Air"
Meat & Seafood,274,239.99,"Great Southern Grass Fed Beef, All Natural, Antibiotic Free, Ribeye Steaks, (14/12 Oz. Each Steak), 14 Total Packs, 10.5 Lbs. Total","Receive (14) Grass Fed Ribeye Steaks, 12 ounces each   Australian Grass Fed Beef   Free Range, Antibiotic Free, No Added Hormones   MSA Graded: Eating Quality Guaranteed   Ships Uncooked & Frozen via UPS 2nd Day Air"
Meat & Seafood,278,nan,"Hillshire Farm Slow Roasted Turkey Breast, 11 oz, 3-count",Gluten Free   No Artificial Ingredients   No Nitrates or Nitrites Added   99% Fat Free
Meat & Seafood,147,399.99,"D'Artagnan American Wagyu Beef Filet Mignon, 8 Total Count, 3 Lbs. Total",8 individually packed 6 oz filet steaks   Humanely raised   No antibiotics or hormones   No animal by-products   Wet aged a minimum of 21 days
Meat & Seafood,213,259.99,"Whole Cooked Cold Water Lobsters, (8-9/1.25 Lbs. Each Lobster), 1 Case Totaling 12 Lbs.","8-9 Whole Cooked Lobsters   1.25 lb. Minimum Weight Each   1 Case Totaling 12 Lbs.   Ships Cooked and Frozen   From the Cold Waters of Maine and New Brunswick, Canada"
Meat & Seafood,168,399.99,"Authentic Wagyu Japanese A5 Peeled Flat Iron, 3.8 lbs","(2) 1.9lbs Japanese A5 Grade Peeled Flat Irons
Imported From the Kagoshima Prefecture in Japan
Ships Uncooked & Frozen"
Meat & Seafood,65,89.99,"Texas Tamale Co. Beef Tamales 6pk of 12 Each, 72-count",Smaller Individual Portion Size   Heat It & Eat It   Gluten Free   Ground Beef   Lard-Free
Meat & Seafood,9,119.99,"Pederson Natural Farms Antibiotic Free Uncured No Sugar Bacon, 10 oz, 16-pack","No sweeteners   Antibiotic free
Uncured, No Sugar   10 oz. 16-packs   Ships Uncooked & Frozen
Keto and Paleo friendly"
Meat & Seafood,234,299.99,"Great Southern All Natural, Antibiotic Free, Grass Fed Beef, Filet Mignon Steak  8 oz, 20-pack, 10 lbs","20 MSA Graded Filet Mignon Steaks, 8 oz each
Fantastic Australian Beef
Antibiotic Free
Free Range, Purely Grass Fed   Ships Uncooked & Frozen"
Meat & Seafood,235,129.99,"Northfork Bison Trio of Ground Meats, Total 9 Packs, 9 Lbs. Total","1 lb Bricks of Ground Meat, 9 lbs Total   Bison, Elk, and Wild Boar   No Added Additives, Chemicals or Hormones   Healthy Alternative For Beef   Ships Uncooked & Frozen"
Meat & Seafood,8,159.99,"Coastal Seafood Yellowfin Tuna Cubed Poke, (6/1Lbs. Per Bag), 6 Total Bags, 6 Lbs.Total",Pack size: 1Lb Bags of Cubed Yellowfin Tuna   6 Lbs. Total   6 Total Bags   Ships Frozen
Meat & Seafood,58,189.99,"Authentic Wagyu Japanese A5 Marinated Brisket Gyudon, (2/2 Lbs. Per Pack), 2 Total Packs, 4 Lbs. Total",2 Packs of 2lbs. Packs of A5 Wagyu Marinated Gyudon   A5 Grade   Ships Uncooked and Frozen   Ships UPS 2nd Day Air
